70000_a,fillSnooper
228015_a_,getAtlasSpriteGetter
228017_as_,isRenderOnThread
228018_at_,getMainWindow
228019_au_,getRenderTypeBuffers
228020_b_,setMipmapLevels
228021_b_,wrapV3
228022_c_,wrapV4
228025_l_,isRunning
228051_b_,saveScreenshotRaw
228054_a_,getColor
228069_a_,invalidateAll
228070_a_,invalidateChunk
228071_a_,getColor
228073_b_,getChunkCache
228077_a_,drawGlyph
228078_a_,renderString
228079_a_,renderString
228081_c_,renderStringAtPos
228086_a_,renderMap
228089_a_,renderMap
228111_a_,init
228112_a_,onScroll
228113_a_,onClick
228115_a_,onKeyPressed
228116_a_,getFinalSuggestion
228120_a_,applyFormattingToCommand
228121_a_,getLastWhitespace
228122_a_,getParsedSuggestion
228124_a_,shouldAutoSuggest
228125_b_,recompileSuggestions
228127_b_,getMatchedSuggestionText
228128_b_,updateSuggestions
228129_c_,getSuggestionMessage
228146_a_,applySuggestionToInput
228147_a_,onScroll
228148_a_,changeSelection
228150_a_,onClick
228152_b_,clearSuggestions
228153_b_,selectSuggestion
228154_b_,onKeyPressed
228155_c_,getCurrentSuggestionMessage
228157_b_,getWhiteGlyph
228162_a_,renderEffect
228163_a_,getRenderType
228187_a_,drawEntityOnScreen
228247_a_,setBookState
228249_b_,renderAll
228253_a_,setTint
228282_a_,getRenderType
228284_a_,renderOnShoulder
228287_a_,renderEars
228288_a_,getRandomModelRenderer
228289_b_,renderCape
228300_a_,addBox
228301_a_,addBox
228302_a_,addBox
228303_a_,addBox
228304_a_,addBox
228305_a_,addBox
228306_a_,doRender
228307_a_,translateRotate
228308_a_,render
228309_a_,render
228310_a_,getRandomCube
228313_a_,loadChunk
228318_a_,getSkyColor
228321_b_,getBlockColorRaw
228323_e_,onChunkLoaded
228326_g_,getSunBrightness
228327_h_,clearColorCaches
228328_h_,getCloudColor
228330_j_,getStarBrightness
228332_n_,getTimeLightningFlash
228345_a_,renderParticles
228353_F_,isShowDeathScreen
228354_I_,isForcedDown
228355_a_,setShowDeathScreen
228356_eG_,canAutoJump
228357_eH_,isMoving
228358_a_,getGrassColor
228359_a_,getBlockColor
228361_b_,getFoliageColor
228363_c_,getWaterColor
228365_a_,resetBuilders
228366_a_,getBuilder
228367_b_,discardBuilders
228370_a_,resetFog
228371_a_,updateFogColor
228372_a_,setupFog
228373_b_,applyFog
228378_a_,renderWorld
228379_a_,resetProjectionMatrix
228380_a_,hurtCameraEffect
228381_a_,renderHand
228382_a_,getProjectionMatrix
228383_b_,applyBobbing
228384_l_,getLightTexture
228385_m_,getOverlayTexture
228390_a_,getChunkRenderType
228391_a_,getRenderType
228393_a_,setFancyGraphics
228396_a_,renderItemInFirstPerson
228397_a_,renderItemSide
228398_a_,transformEatFirstPerson
228399_a_,transformFirstPerson
228400_a_,renderMapFirstPerson
228401_a_,renderArmFirstPerson
228402_a_,renderMapFirstPersonSide
228403_a_,renderArm
228404_a_,renderMapFirstPerson
228405_a_,renderItemInFirstPerson
228406_b_,transformSideFirstPerson
228418_a_,renderEntity
228419_a_,captureFrustum
228420_a_,getPackedLightmapCoords
228421_a_,getCombinedLight
228422_a_,addVertex
228423_a_,checkMatrixStack
228424_a_,renderSky
228425_a_,renderClouds
228426_a_,updateCameraAndRender
228427_a_,drawBoundingBox
228428_a_,drawBoundingBox
228429_a_,drawSelectionBox
228430_a_,drawBoundingBox
228431_a_,drawVoxelShapeParts
228432_a_,drawBoundingBox
228433_a_,addDebugVertex
228434_a_,addDebugQuad
228436_a_,addRainParticles
228437_a_,setupTerrain
228438_a_,renderRainSnow
228441_a_,renderBlockLayer
228442_a_,removeDamageProgress
228444_b_,renderSkyEnd
228445_b_,drawShape
228446_b_,renderDebug
228447_c_,renderWorldBorder
228448_p_,getEntityOutlineFramebuffer
228450_a_,getLightBlock
228451_a_,packLight
228452_a_,getLightBrightness
228453_b_,invGamma
228454_b_,getLightSky
228455_a_,getImpl
228456_a_,getImpl
228461_a_,finish
228462_a_,finish
228463_b_,getBufferRaw
228471_a_,finish
228472_a_,setColor
228484_a_,getFixedBuilder
228486_a_,put
228487_b_,getBufferSource
228489_c_,getCrumblingBufferSource
228490_d_,getOutlineBufferSource
228547_a_,setupRenderState
228548_a_,setupGlintTexturing
228549_b_,clearRenderState
228606_c_,texture
228630_a_,getEndPortal
228631_a_,finish
228632_a_,makeType
228633_a_,makeType
228634_a_,getEntitySolid
228636_a_,getEnergySwirl
228637_a_,getBeaconBeam
228638_b_,getEntityCutout
228639_c_,getSolid
228640_c_,getEntityCutoutNoCull
228641_d_,getCutoutMipped
228642_d_,getEntityTranslucentCull
228643_e_,getCutout
228644_e_,getEntityTranslucent
228645_f_,getTranslucent
228646_f_,getEntitySmoothCutout
228647_g_,getTranslucentNoCrumbling
228648_g_,getEntityDecal
228649_h_,getLeash
228650_h_,getEntityNoOutline
228651_i_,getWaterMask
228652_i_,getEyes
228653_j_,getGlint
228654_j_,getOutline
228655_k_,getEntityGlint
228656_k_,getCrumbling
228657_l_,getLightning
228658_l_,getText
228659_m_,getLines
228660_m_,getTextSeeThrough
228661_n_,getBlockRenderTypes
228662_o_,getBufferSize
228663_p_,getVertexFormat
228664_q_,getDrawMode
228665_s_,isUseDelegate
228666_t_,getTranslucentState
228676_c_,getOrCreate
228694_a_,getBuilder
228713_a_,alpha
228714_a_,cull
228715_a_,depthTest
228716_a_,diffuseLighting
228717_a_,fog
228718_a_,layer
228719_a_,lightmap
228720_a_,line
228721_a_,target
228722_a_,overlay
228723_a_,shadeModel
228724_a_,texture
228725_a_,texturing
228726_a_,transparency
228727_a_,writeMask
228728_a_,build
228732_a_,nextValue
228734_a_,renderOverlays
228735_a_,renderTexture
228736_b_,renderUnderwater
228737_c_,renderFire
228768_a_,getBannerType
228771_a_,getChestMaterial
228772_a_,getChestMaterial
228773_a_,getSignMaterial
228774_a_,getChestMaterial
228775_a_,collectAllMaterials
228776_b_,getShieldType
228778_c_,getBedType
228779_d_,getShulkerBoxType
228780_e_,getSignType
228781_f_,getChestType
228782_g_,getSolidBlockType
228783_h_,getCutoutBlockType
228785_j_,getTranslucentCullBlockType
228789_a_,createRenderChunks
228791_a_,renderBlock
228792_a_,renderBlockDamage
228793_a_,renderModel
228794_a_,renderFluid
228795_a_,getCombinedAverageLight
228796_a_,render
228797_a_,vertexVanilla
228798_a_,renderQuadsFlat
228799_a_,renderQuadsSmooth
228800_a_,renderQuadSmooth
228801_a_,fillQuadBounds
228802_a_,renderModel
228803_a_,renderModelBrightnessColorQuads
228804_a_,renderModelBrightnessColor
228805_b_,renderModelSmooth
228806_c_,renderModelFlat
228810_a_,getPackedLight
228811_b_,getBrightness
228812_a_,bakeFace
228813_a_,bakeModel
228816_c_,resolveTextureName
228818_e_,findTexture
228819_a_,findTexture
228820_a_,makeQuadVertexData
228821_a_,updateFaceUV
228822_a_,rotateVertex
228823_a_,rotateScale
228824_a_,bakeQuad
228827_a_,fillVertexData
228830_a_,apply
228836_a_,getModelRender
228838_a_,addVertex
228839_a_,addQuad
228840_a_,renderPart
228841_a_,renderBeamSegment
228842_a_,renderBeamSegment
228850_a_,renderTileEntity
228851_a_,renderItem
228852_a_,renderItem
228853_a_,runCrashReportable
228854_a_,register
228855_a_,render
228871_a_,renderModels
228877_a_,getMaterial
228878_a_,getRenderType
228879_a_,render
228883_a_,renderCube
228884_a_,renderFace
228895_a_,setWorld
228896_a_,uploadChunkLayer
228900_a_,schedule
228902_a_,rebuildChunk
228904_b_,uploadChunkLayerRaw
228908_d_,runChunkUploads
228909_h_,runTask
228912_a_,isLayerEmpty
228923_a_,beginLayer
228924_a_,getVertexBuffer
228925_a_,resortTransparency
228929_a_,rebuildChunkLater
228930_a_,isChunkLoaded
228931_a_,updateGlobalTileEntities
228935_i_,stopTasks
228936_k_,rebuildChunk
228940_a_,compile
228942_a_,handleTileEntity
228952_a_,setCameraPosition
228953_a_,isBoxInFrustum
228954_a_,isBoxInFrustumRaw
228955_a_,setFrustumPlane
228956_a_,calculateFrustum
228957_a_,isBoundingBoxInFrustum
229019_a_,render
229039_a_,drawVertex
229084_a_,renderEntityStatic
229085_a_,getPackedLight
229086_a_,shouldRender
229087_a_,register
229088_a_,cacheActiveRenderInfo
229089_a_,setCameraOrientation
229090_a_,fireVertex
229091_a_,shadowVertex
229092_a_,renderBlockShadow
229093_a_,renderDebugBoundingBox
229094_a_,renderBoundingBox
229095_a_,renderFire
229096_a_,renderShadow
229097_a_,registerRenderers
229098_b_,getCameraOrientation
229099_b_,squareDistanceTo
229100_c_,getPackedLight
229102_a_,vertex
229109_a_,renderItem
229110_a_,renderItem
229111_a_,renderItem
229112_a_,renderQuads
229113_a_,getBuffer
229114_a_,renderModel
229117_c_,getPackedOverlay
229118_a_,renderLeash
229119_a_,renderSide
229120_a_,addVertexPair
229127_a_,renderTntFlash
229136_a_,renderParrot
229139_a_,getEntityTexture
229140_a_,renderCopyCutoutModel
229141_a_,renderCutoutModel
229144_a_,renderRightArm
229145_a_,renderItem
229146_b_,renderLeftArm
229148_d_,bindTexture
229151_a_,getSprite
229152_a_,getAtlasTexture
229158_a_,setAreaTransparent
229159_a_,loadTexture
229160_b_,upload
229161_b_,setAreaOpaque
229163_c_,processLegacySkin
229170_a_,getPow22
229171_a_,gammaBlend
229172_a_,alphaBlend
229173_a_,generateMipmaps
229176_a_,create
229177_b_,getSpriteInfo
229187_a_,rotationDegrees
229188_a_,transform
229189_a_,add
229190_a_,lerp
229191_a_,apply
229192_b_,mul
229193_c_,rotation
229194_d_,normalize
229195_e_,copy
229198_a_,setupOverlayColor
229199_a_,getU
229200_a_,getPackedUV
229201_a_,getPackedUV
229202_a_,getV
229203_b_,teardownOverlayColor
229205_a_,getExecutor
229207_a_,loadImage
229209_a_,getStitchSlots
229211_a_,addSprite
229217_a_,getStitchedSprites
229218_a_,loadSprite
229220_a_,stitch
229221_b_,setBlurMipmap
229223_g_,getTextureLocation
229228_a_,getAtlasSize
229230_a_,wrapBuffer
229241_m_,getAtlasTexture
229242_p_,getUvShrinkRatio
229248_a_,getSpriteLocation
229250_b_,getSpriteWidth
229252_c_,getSpriteHeight
229257_a_,uploadInterpolated
229258_a_,mix
229259_a_,getPixelColor
229262_a_,execute
229263_a_,loadTexture
229267_b_,getTexture
229269_d_,bindTextureRaw
229299_b_,resolveLocation
229301_a_,getFrameHeight
229302_b_,getFrameWidth
229303_b_,isMultipleOf
229304_c_,getFrameSize
229310_a_,getAtlasLocation
229311_a_,getBuffer
229312_a_,getRenderType
229313_b_,getTextureLocation
229314_c_,getSprite
229333_a_,uploadTextures
229355_a_,setMaxMipmapLevel
229356_a_,getAtlasTexture
229359_s_,getMinPitch
229360_t_,getMaxPitch
229363_a_,playOnNextTick
229364_a_,playOnNextTick
229372_a_,transform
229373_a_,dot
229374_e_,normalize
229375_f_,perspectiveDivide
229379_a_,blockCenterToCorner
229380_a_,getUVLockTransform
229383_a_,getAllInBox
229384_a_,getRotation
229385_a_,rotateFace
229386_k_,toVector3f
229422_x_,getCoordinatesAsString
229424_a_,glassBottleFill
229435_c_,dropSeedsForStem
229436_h_,droppingAndBees
229437_i_,droppingAndBeesWithAlternative
229443_a_,convertNBTToSNBT
229444_a_,writeStructureSNBT
229446_a_,convertSNBTToNBT
229613_a_,register
229671_a_,valueOf
229672_a_,valueOf
229677_a_,generateCrashReport
229680_b_,loadNBT
229684_a_,valueOf
229689_a_,valueOf
229692_a_,valueOf
229698_a_,valueOf
229701_a_,valueOf
229705_a_,valueOf
229706_a_,getNumberList
229707_a_,getEndNBT
229710_a_,getGetTypeByID
229742_c_,getHashedSeed
229743_k_,shouldEnableRespawnScreen
229745_h_,isMovePacket
229747_c_,getHashedSeed
229748_a_,getRandomObjectDescriptor
229750_a_,sendBeehiveDebugData
229755_e_,isSneaking
229756_b_,toRuntimeException
229757_c_,pauseDevMode
229758_d_,getMessage
229826_a_,register
229844_a_,getLevel
229848_e_,getTicketSet
229854_a_,clearBlockEvents
229856_ab_,wakeUpAllPlayers
229861_a_,setTimestamp
229867_a_,collectResources
229976_a_,handleExplosionDrops
229980_m_,isSuffocating
229981_i_,exitPortalExists
229988_a_,restoreResourcePacks
230018_a_,getViewBlockingState
230024_c_,renderDebugInfoLeft
230025_d_,renderDebugInfoRight
230041_s_,isColoredOutlineBuffer
230044_c_,isSideLit
230116_a_,readInternal
230119_c_,writeInternal
230137_b_,shouldSolidify
230138_a_,getPatternColorData
230139_a_,getPatternData
230140_a_,hasNearbyFlora
230147_a_,copyToClipboard
230148_b_,setWindowTitle
230149_ax_,getWindowTitle
230150_b_,setDefaultMinecraftTitle
230151_c_,isModdedClient
230167_a_,getEntityCutoutNoCull
230168_b_,getEntityTranslucent
230169_u_,getRenderType
230173_a_,build
230176_c_,getGuiLight
230178_a_,isSideLit
230179_a_,getLightFromName
230188_h_,crash
230230_a_,findPacks
230232_b_,getResourcePackStream
230234_a_,getName
230235_a_,contains
230236_b_,getAllElements
230237_a_,addAdditionalData
230238_a_,matches
230240_a_,serialize
230241_b_,deserializeTrigger
230245_c_,setOnGround
230246_e_,setAttackingPlayer
230251_a_,execute
230253_a_,onUpdate
230254_b_,getEntityInteractionResult
230256_F__,getAngerTime
230257_G__,getAngerTarget
230259_a_,setAngerTarget
230260_a__,setAngerTime
230262_K__,isShearable
230263_a_,shear
230265_N__,getMountedSpeed
230267_a__,travelTowards
230268_c_,getDismountPosition
230269_aK_,shouldSpawnRunningEffects
230270_dK_,isWaterSensitive
230279_az_,isImmuneToFire
230282_cS_,isAdult
230284_a_,fireProjectile
230289_cH_,getBrainCodec
230294_b_,damageArmor
230297_ef_,getAvailablePoses
230304_f_,getKnockbackResistance
230307_a_,deserialize
230309_h_,canVillagerTrade
230310_i_,canGenerateInLoot
230311_a_,canExplosionDestroyBlock
230312_a_,getExplosionResistance
230313_a_,changeValue
230314_f_,clone
230315_m_,getDimensionType
230316_a_,getCenterX
230317_b_,getCenterZ
230319_a_,getBiomeProviderCodec
230320_a_,getBiomeProvider
230321_a_,findBiomePosition
230322_a_,getRayTraceShape
230328_p_,getSelf
230329_c_,getFallDelay
230330_d_,getBodyPlantBlock
230331_c_,getTopPlantBlock
230332_a_,getGrowthAmount
230333_c_,canGrowOn
230334_h_,canGrowIn
230335_e_,getCollisionShape
230336_c_,getPoweredDuration
230337_a_,read
230339_a_,attemptGrowTree
230340_p_,getSelf
230345_b_,getOrAddCarvingMask
230355_e_,getMaxBuildHeight
230356_f_,getSeaLevel
230358_a_,carveBlock
230367_a_,setBlockState
230368_a_,getBlockPlacerType
230371_a_,getPlacerType
230377_a_,getProviderType
230380_a_,getDecoratorType
230381_a_,getPlacerType
230382_a_,getFoliages
230385_a_,test
230391_a_,setClearWeatherTime
230392_a_,setGameType
230393_a_,setWorldBorderSerializer
230394_a_,setWanderingTraderID
230395_g_,getClearWeatherTime
230396_g_,setWanderingTraderSpawnDelay
230397_h_,setWanderingTraderSpawnChance
230398_q_,getWorldBorderSerializer
230399_u_,getWanderingTraderSpawnDelay
230400_v_,getWanderingTraderSpawnChance
230401_A_,getLifecycle
230402_B_,getDragonFightData
230403_C_,getDatapackCodec
230404_D_,getCustomBossEventData
230405_E_,isModded
230406_F_,getServerBranding
230407_G_,getServerWorldInfo
230408_H_,getWorldSettings
230409_a_,setDifficulty
230410_a_,setDatapackCodec
230411_a_,serialize
230412_a_,addServerBranding
230413_a_,setDragonFightData
230414_b_,setCustomBossEventData
230415_d_,setDifficultyLocked
230416_x_,getHostPlayerNBT
230417_y_,getStorageVersionId
230418_z_,getDimensionGeneratorSettings
230419_b_,getConditionType
230421_b_,deserialize
230422_a_,doSerialize
230423_a_,deserialize
230424_a_,serialize
230425_b_,getFunctionType
230430_a_,render
230431_b_,renderWidget
230432_a_,render
230433_a_,renderBackground
230438_a_,getComponent
230439_a_,getComponentWithStyle
230441_a_,renderBg
230442_c_,getNarrationMessage
230443_a_,renderToolTip
230446_a_,renderBackground
230447_a_,renderDecorations
230448_a_,renderHeader
230449_g_,isHovered
230450_a_,drawGuiContainerBackgroundLayer
230451_b_,drawGuiContainerForegroundLayer
230452_b_,renderNameField
230453_j_,initFields
230455_a_,handleComponentClicked
230457_a_,renderTooltip
230458_i_,getMessage
230459_a_,renderHoveredTooltip
230476_a_,addPacks
230480_a_,addButton
230481_d_,addListener
230482_b_,changeBoolean
230483_c_,changeInteger
230490_cK_,getMovementSpeed
230491_ea_,hasStoppedClimbing
230510_t_,shouldPlaySound
230513_b_,addEntry
230516_a_,getValueForKey
230519_c_,getOptionalKey
230528_d__,getTagType
230529_a_,appendSibling
230530_a_,setStyle
230531_f_,copyRaw
230532_e_,deepCopy
230546_a_,createExplosion
230547_a_,updateBlock
230926_e_,setBlitOffset
230927_p_,getBlitOffset
230930_b_,onPress
230932_a_,setScrollAmount
230933_a_,getEntryAtPosition
230937_a_,scroll
230938_a_,clickedHeader
230940_a_,updateSize
230942_a_,replaceEntries
230943_a_,setRenderSelection
230944_a_,setRenderHeader
230945_b_,getMaxPosition
230947_b_,updateScrollingState
230948_b_,getRowBottom
230949_c_,getRowWidth
230951_c_,centerScrollOn
230952_d_,getScrollbarPosition
230953_d_,getEntry
230954_d_,ensureVisible
230955_e_,getMaxScroll
230956_e_,removeEntry
230957_f_,isSelectedItem
230958_g_,getSelected
230959_g_,setLeftPos
230962_i_,getRowTop
230963_j_,clearEntries
230964_j_,remove
230965_k_,getItemCount
230966_l_,getScrollAmount
230968_n_,getRowLeft
230971_aw__,isFocused
230973_a_,changeSliderValue
230980_b_,setSliderValue
230982_a_,onClick
230983_a_,onDrag
230986_a_,setAlpha
230987_a_,isValidClickButton
230988_a_,playDownSound
230989_a_,getYImage
230991_b_,setWidth
230992_c_,clicked
230994_c_,queueNarration
230995_c_,onFocusedChanged
230996_d_,setFocused
230997_f_,narrate
230998_h_,getWidth
230999_j_,isFocused
231000_a__,onRelease
231023_e_,tick
231035_a_,setListener
231037_b__,setDragging
231039_at__,getEventListeners
231041_ay__,isDragging
231042_a_,charTyped
231043_a_,mouseScrolled
231044_a_,mouseClicked
231045_a_,mouseDragged
231046_a_,keyPressed
231047_b_,isMouseOver
231048_c_,mouseReleased
231049_c__,changeFocus
231151_a_,getTooltipFromItem
231152_a_,resize
231153_a_,wrapScreenError
231154_a_,isValidCharacterForName
231155_a_,insertText
231156_a_,openLink
231158_b_,init
231159_b_,sendMessage
231160_c_,init
231161_c_,sendMessage
231162_c_,confirmLink
231164_f_,onClose
231165_f_,renderDirtBackground
231166_g_,isCut
231167_h_,getNarrationMessage
231168_h_,isPaste
231169_i_,isCopy
231170_j_,isSelectAll
231171_q_,getTitle
231172_r_,hasControlDown
231173_s_,hasShiftDown
231174_t_,hasAltDown
231175_as__,closeScreen
231177_au__,isPauseScreen
231178_ax__,shouldCloseOnEsc
232614_i_,getDecorator
232630_a_,create
232633_a_,deserializeCriterion
232634_b_,deserializeAll
232661_a_,getSoundEvent
232664_b_,getMinDelay
232666_c_,getMaxDelay
232668_d_,shouldReplaceCurrentMusic
232677_a_,getDefaultBackgroundMusicSelector
232896_a_,getTagById
232932_a_,fetchTags
232937_a_,createTag
232939_b_,getCollection
232943_a_,fetchTag
232944_c_,getTag
232946_a_,getTagOf
232947_a_,getTagCodec
232954_a_,addProxyTag
232955_a_,addTag
232956_a_,deserialize
232959_a_,build
232961_a_,addItemEntry
232962_b_,getProxyStream
232963_b_,getProxyTags
232964_b_,addTagEntry
232965_c_,serialize
232968_a_,getEntry
232973_a_,getDirectIdFromTag
232975_b_,getValidatedIdFromTag
232993_b_,contains
233004_a_,getAlpha
233005_a_,blendColors
233006_a_,packColor
233007_b_,getRed
233008_c_,getGreen
233009_d_,getBlue
233010_a_,fromJSONUnlenient
233011_a_,fromJSON
233012_a_,fromJSONUnlenient
233013_a_,fromJSON
233016_a_,getMinInclusive
233017_a_,createRangedInteger
233018_a_,getRandomWithinRange
233019_b_,getMax
233022_k_,squareFloat
233023_a_,createEnumCodec
233024_a_,createCodec
233025_a_,createKeyable
233037_a_,convertRange
233383_b_,getPlayerCondition
233457_a_,getType
233458_a_,setBlock
233459_a_,setStatePredicate
233511_a_,test
233536_d_,getNextDifficulty
233539_a_,getOpenedCollisionBox
233546_a_,causeBedExplosionDamage
233547_a_,causeOnFireDamage
233548_a_,causeFireworkDamage
233549_a_,causeWitherSkullDamage
233551_a_,testForAll
233552_a_,toWorld
233553_b_,test
233559_a_,getRiderDismountPlacementOffset
233562_a_,isEntityInRange
233567_aH_,updateWaterState
233568_aJ_,getStateBelow
