232833_nU_,ENTITY_STRIDER_HAPPY
232834_nV_,ENTITY_STRIDER_RETREAT
232835_nW_,ENTITY_STRIDER_DEATH
232836_nX_,ENTITY_STRIDER_HURT
232837_nY_,ENTITY_STRIDER_STEP
232838_nZ_,ENTITY_STRIDER_STEP_LAVA
232839_o_,AMBIENT_WARPED_FOREST_LOOP
232840_oa_,ENTITY_STRIDER_EAT
232841_ob_,ENTITY_STRIDER_SADDLE
232842_og_,BLOCK_SMITHING_TABLE_USE
232843_op_,ENTITY_SNOW_GOLEM_SHEAR
232844_p_,AMBIENT_WARPED_FOREST_MOOD
232845_qj_,BLOCK_VINE_STEP
232846_rM_,ENTITY_ZOMBIFIED_PIGLIN_AMBIENT
232847_rN_,ENTITY_ZOMBIFIED_PIGLIN_ANGRY
232848_rO_,ENTITY_ZOMBIFIED_PIGLIN_DEATH
232849_rP_,ENTITY_ZOMBIFIED_PIGLIN_HURT
232850_ru_,ENTITY_ZOGLIN_AMBIENT
232851_rv_,ENTITY_ZOGLIN_ANGRY
232852_rw_,ENTITY_ZOGLIN_ATTACK
232853_rx_,ENTITY_ZOGLIN_DEATH
232854_ry_,ENTITY_ZOGLIN_HURT
232855_rz_,ENTITY_ZOGLIN_STEP
232856_w_,BLOCK_ANCIENT_DEBRIS_BREAK
232857_x_,BLOCK_ANCIENT_DEBRIS_STEP
232858_y_,BLOCK_ANCIENT_DEBRIS_PLACE
232859_z_,BLOCK_ANCIENT_DEBRIS_HIT
232862_C_,STRIDER_ONE_CM
232863_aD_,TARGET_HIT
232864_aE_,INTERACT_WITH_SMITHING_TABLE
232865_O_,PIGLIN_REPELLENTS
232866_P_,GOLD_ORES
232867_Q_,NON_FLAMMABLE_WOOD
232868_aA_,FENCE_GATES
232869_aB_,UNSTABLE_BOTTOM_CENTER
232871_ah_,WITHER_SUMMON_BASE_BLOCKS
232872_am_,FIRE
232873_an_,NYLIUM
232874_ao_,WART_BLOCKS
232875_ap_,BEACON_BASE_BLOCKS
232876_aq_,SOUL_SPEED_BLOCKS
232877_ar_,WALL_POST_OVERRIDE
232878_as_,CLIMBABLE
232879_au_,HOGLIN_REPELLENTS
232880_av_,SOUL_FIRE_BASE_BLOCKS
232881_aw_,STRIDER_WARM_BLOCKS
232882_ax_,CAMPFIRES
232883_ay_,GUARDED_BY_PIGLINS
232884_az_,PREVENT_MOB_SPAWNING_INSIDE
232885_k_,PRESSURE_PLATES
232886_m_,STONE_PRESSURE_PLATES
232887_q_,LOGS_THAT_BURN
232888_y_,CRIMSON_STEMS
232889_z_,WARPED_STEMS
232893_e_,IMPACT_PROJECTILES
232902_M_,PIGLIN_REPELLENTS
232903_N_,PIGLIN_LOVED
232904_O_,GOLD_ORES
232905_P_,NON_FLAMMABLE_WOOD
232906_Q_,SOUL_FIRE_BASE_BLOCKS
232907_V_,CREEPER_DROP_MUSIC_DISCS
232908_Z_,BEACON_PAYMENT_ITEMS
232909_aa_,STONE_TOOL_MATERIALS
232912_o_,LOGS_THAT_BURN
232913_w_,CRIMSON_STEMS
232914_x_,WARPED_STEMS
232918_a_,manager
232930_b_,collection
232931_c_,tags
232941_a_,id
232942_b_,tag
232953_a_,proxyTags
232966_a_,entry
232967_b_,identifier
232969_a_,identifier
233014_a_,minInclusive
233015_b_,max
233051_a_,LOGGER
233052_b_,reference
233375_y_,WORLD_GEN_SETTINGS
233382_b_,playerCondition
233455_a_,CODEC
233456_b_,TYPE
233529_c_,dimensionKeys
233530_g_,fixer
233554_M_,eyesFluidLevel
233555_aA_,isLoaded
233557_ao_,positionVec
233558_ap_,position
233583_f_,CAN_HOSTILE_AI_TARGET
233588_G_,HOGLIN
233589_aE_,STRIDER
233590_aW_,ZOGLIN
233591_ai_,PIGLIN
233592_ba_,ZOMBIFIED_PIGLIN
233594_bl_,defaultTrackingRange
233595_bm_,defaultUpdateInterval
233604_h_,trackingRange
233610_a_,saddledRaw
233612_c_,boostTimeRaw
233613_d_,manager
233614_e_,boostTime
233615_f_,saddled
233625_c_,SOUL_SPEED_BOOT_ID
233667_g_,CODEC
233668_m_,randomDespawnDistance
233669_n_,instantDespawnDistance
233683_bw_,sitting
233688_a_,LOGGER
233689_b_,brainCodec
233691_h_,memoryMap
233735_a_,memoryType
233736_b_,memory
233744_a_,memoryTypes
233745_b_,sensorTypes
233746_c_,brainCodec
233750_a_,defaultValue
233751_b_,shouldWatch
233752_c_,attributeName
233757_c_,instanceMap
233759_e_,base
233760_f_,requiresComputation
233761_g_,modifiedValue
233762_h_,modifiedValueConsumer
233774_a_,LOGGER
233775_b_,instanceMap
233776_c_,instanceSet
233777_d_,attributeMap
233799_a_,LOGGER
233802_a_,attributeMap
233811_a_,attributeMap
233812_b_,edited
233818_a_,MAX_HEALTH
233819_b_,FOLLOW_RANGE
233820_c_,KNOCKBACK_RESISTANCE
233821_d_,MOVEMENT_SPEED
233822_e_,FLYING_SPEED
233823_f_,ATTACK_DAMAGE
233824_g_,ATTACK_KNOCKBACK
233825_h_,ATTACK_SPEED
233826_i_,ARMOR
233827_j_,ARMOR_TOUGHNESS
233828_k_,LUCK
233829_l_,ZOMBIE_SPAWN_REINFORCEMENTS
233830_m_,HORSE_JUMP_STRENGTH
233832_a_,LOGGER
233833_b_,VANILLA_ATTRIBUTES
233842_b_,breedTarget
233843_c_,speed
233844_d_,breedTime
233850_b_,distance
233851_c_,speed
233853_b_,distance
233854_c_,speed
233894_b_,eyePos
233903_b_,speed
233920_b_,cooldown
233966_b_,speed
233990_b_,taskDelay
233991_c_,taskCooldown
233992_d_,grownObjects
233993_e_,growableTarget
234037_i_,swingCooldown
234043_f_,running
234045_a_,LOGGER
234046_b_,id
234047_c_,predicateManager
234048_d_,gson
234053_h_,stopWhenIdle
234062_a_,value
234063_b_,timeToLive
234075_I_,NEAREST_VISIBLE_ADULT
234076_J_,NEAREST_VISIBLE_WANTED_ITEM
234077_K_,NEAREST_VISIBLE_NEMESIS
234078_L_,ANGRY_AT
234079_M_,UNIVERSAL_ANGER
234080_N_,ADMIRING_ITEM
234081_O_,ADMIRING_DISABLED
234082_P_,HUNTED_RECENTLY
234083_Q_,CELEBRATE_LOCATION
234084_R_,DANCING
234085_S_,NEAREST_VISIBLE_HUNTABLE_HOGLIN
234086_T_,NEAREST_VISIBLE_BABY_HOGLIN
234088_V_,NEAREST_TARGETABLE_PLAYER_NOT_WEARING_GOLD
234089_W_,NEAREST_ADULT_PIGLINS
234090_X_,NEAREST_VISIBLE_ADULT_PIGLINS
234091_Y_,NEAREST_VISIBLE_ADULT_HOGLINS
234092_Z_,NEAREST_VISIBLE_ADULT_PIGLIN
234093_aa_,NEAREST_VISIBLE_ZOMBIFIED
234094_ab_,VISIBLE_ADULT_PIGLIN_COUNT
234095_ac_,VISIBLE_ADULT_HOGLIN_COUNT
234096_ad_,NEAREST_PLAYER_HOLDING_WANTED_ITEM
234097_ae_,ATE_RECENTLY
234098_af_,NEAREST_REPELLENT
234099_ag_,PACIFIED
234100_ah_,memoryCodec
234101_d_,POTENTIAL_JOB_SITE
234102_l_,NEAREST_VISIBLE_TARGETABLE_PLAYER
234103_o_,ATTACK_TARGET
234104_p_,ATTACK_COOLING_DOWN
234105_s_,RIDE_TARGET
234106_z_,AVOID_TARGET
234129_b_,NEAREST_ITEMS
234130_l_,PIGLIN_SPECIFIC_SENSOR
234131_m_,HOGLIN_SPECIFIC_SENSOR
234132_n_,NEAREST_ADULT
234166_w_,LODESTONE
234167_x_,BLOCKS_OF_INTEREST
234168_y_,WORKSTATIONS
234230_bG_,ANGER_TIME_RANGE
234232_bz_,ANGER_TIME
234245_f_,VALUES
234246_g_,id
234251_h_,VALUES
234252_i_,id
234259_an_,fixed
234260_a_,head
234261_b_,chest
234262_c_,legs
234263_d_,feet
234264_e_,mainHand
234265_f_,offHand
234406_bA_,inventory
234410_bw_,DANCING
234411_bx_,BABY_SPEED_MODIFIER_IDENTIFIER
234412_by_,BABY_SPEED_MODIFIER
234542_bL_,assignProfessionWhenSpawned
234554_a_,CODEC
234572_j_,fishingCondition
234573_k_,mountCondition
234574_l_,targetCondition
234576_i_,fishing
234577_j_,mount
234578_k_,target
234582_a_,ANY_AND
234583_b_,lootConditions
234584_c_,lootContext
234609_b_,owner
234611_d_,leftOwner
234621_k_,FIGHT
234622_l_,CELEBRATE
234623_m_,ADMIRE_ITEM
234624_n_,AVOID
234625_o_,RIDE
234626_q_,hash
234650_u_,SMITHING
234655_c_,knockbackResistance
234660_o_,knockbackResistance
234662_c_,EFFECTIVE_ON_MATERIALS
234666_a_,LOGGER
234674_d_,toolAttributes
234680_a_,temptedEntity
234681_b_,damageAmount
234683_c_,EFFECTIVE_ON_BLOCKS
234684_d_,isImmuneToFire
234688_g_,immuneToFire
234691_a_,CODEC
234692_e_,LORE_STYLE
234693_k_,attachedEntity
234708_K_,NETHER_GOLD_ORE
234709_R_,CRIMSON_STEM
234710_S_,WARPED_STEM
234711_Z_,STRIPPED_CRIMSON_STEM
234712_aa_,STRIPPED_WARPED_STEM
234713_ah_,STRIPPED_CRIMSON_HYPHAE
234714_ai_,STRIPPED_WARPED_HYPHAE
234715_ap_,CRIMSON_HYPHAE
234716_aq_,WARPED_HYPHAE
234717_bA_,NETHER_SPROUTS
234718_bB_,WEEPING_VINES
234719_bC_,TWISTING_VINES
234720_bO_,CRIMSON_SLAB
234721_bP_,WARPED_SLAB
234722_bw_,CRIMSON_FUNGUS
234723_bx_,WARPED_FUNGUS
234724_by_,CRIMSON_ROOTS
234725_bz_,WARPED_ROOTS
234726_cP_,CRIMSON_PRESSURE_PLATE
234727_cQ_,WARPED_PRESSURE_PLATE
234728_cR_,POLISHED_BLACKSTONE_PRESSURE_PLATE
234729_dO_,CHAIN
234730_dY_,CRIMSON_FENCE_GATE
234731_dZ_,WARPED_FENCE_GATE
234732_dg_,CRIMSON_FENCE
234733_dh_,WARPED_FENCE
234734_dm_,SOUL_SOIL
234735_dn_,BASALT
234736_do_,POLISHED_BASALT
234737_dp_,SOUL_TORCH
234738_dy_,CRIMSON_TRAPDOOR
234739_dz_,WARPED_TRAPDOOR
234740_eP_,BLACKSTONE_WALL
234741_eQ_,POLISHED_BLACKSTONE_WALL
234742_eR_,POLISHED_BLACKSTONE_BRICK_WALL
234743_eZ_,CRIMSON_BUTTON
234744_ef_,CRACKED_NETHER_BRICKS
234745_eg_,CHISELED_NETHER_BRICKS
234746_ex_,CRIMSON_STAIRS
234747_ey_,WARPED_STAIRS
234748_fa_,WARPED_BUTTON
234749_fb_,POLISHED_BLACKSTONE_BUTTON
234750_fo_,QUARTZ_BRICKS
234751_hk_,WARPED_WART_BLOCK
234752_jS_,CRIMSON_DOOR
234753_jT_,WARPED_DOOR
234754_kI_,NETHERITE_SWORD
234755_kJ_,NETHERITE_SHOVEL
234756_kK_,NETHERITE_PICKAXE
234757_kL_,NETHERITE_AXE
234758_kU_,NETHERITE_HOE
234759_km_,NETHERITE_INGOT
234760_kn_,NETHERITE_SCRAP
234761_lI_,CRIMSON_SIGN
234762_lJ_,WARPED_SIGN
234763_ls_,NETHERITE_HELMET
234764_lt_,NETHERITE_CHESTPLATE
234765_lu_,NETHERITE_LEGGINGS
234766_lv_,NETHERITE_BOOTS
234767_m_,CRIMSON_NYLIUM
234768_n_,WARPED_NYLIUM
234769_nY_,HOGLIN_SPAWN_EGG
234770_oA_,STRIDER_SPAWN_EGG
234771_oL_,ZOGLIN_SPAWN_EGG
234772_oO_,ZOMBIFIED_PIGLIN_SPAWN_EGG
234773_ok_,PIGLIN_SPAWN_EGG
234774_pk_,WARPED_FUNGUS_ON_A_STICK
234775_qK_,MUSIC_DISC_PIGSTEP
234776_qX_,PIGLIN_BANNER_PATTERN
234777_rA_,BLACKSTONE
234778_rB_,BLACKSTONE_SLAB
234779_rC_,BLACKSTONE_STAIRS
234780_rD_,GILDED_BLACKSTONE
234781_rE_,POLISHED_BLACKSTONE
234782_rF_,POLISHED_BLACKSTONE_SLAB
234783_rG_,POLISHED_BLACKSTONE_STAIRS
234784_rH_,CHISELED_POLISHED_BLACKSTONE
234785_rI_,POLISHED_BLACKSTONE_BRICKS
234786_rJ_,POLISHED_BLACKSTONE_BRICK_SLAB
234787_rK_,POLISHED_BLACKSTONE_BRICK_STAIRS
234788_rL_,CRACKED_POLISHED_BLACKSTONE_BRICKS
234789_rM_,RESPAWN_ANCHOR
234790_rk_,SOUL_LANTERN
234791_rn_,SOUL_CAMPFIRE
234792_ro_,SHROOMLIGHT
234793_rv_,LODESTONE
234794_rw_,NETHERITE_BLOCK
234795_rx_,ANCIENT_DEBRIS
234796_ry_,TARGET
234797_rz_,CRYING_OBSIDIAN
234798_v_,CRIMSON_PLANKS
234799_w_,WARPED_PLANKS
234810_b_,attributeModifiers
234812_a_,tridentAttributes
234826_u_,SMITHING
234827_g_,SMITHING
234829_a_,ID
234833_a_,stack
234834_b_,entity
234837_a_,base
234838_b_,addition
234839_c_,result
234840_d_,recipeId
234847_l_,SOUL_SPEED
234849_a_,ID
234851_a_,location
234868_a_,entity
234869_b_,aabb
234870_c_,context
234871_d_,cubeCoordinateIterator
234872_e_,mutablePos
234873_f_,shape
234874_g_,reader
234880_a_,VANILLA_CODEC
234881_b_,CODEC
234882_c_,enabled
234883_d_,disabled
234889_a_,entity
234893_k_,context
234895_F_,FORGIVE_DEAD_PLAYERS
234896_G_,UNIVERSAL_ANGER
234907_h_,localeString
234910_b_,category
234913_d_,rule
234916_c_,isDebug
234917_f_,CODEC
234918_g_,OVERWORLD
234919_h_,THE_NETHER
234920_i_,THE_END
234921_x_,dimensionType
234943_a_,worldName
234944_d_,difficulty
234945_f_,gameRules
234946_g_,datapackCodec
234996_a_,states
235003_a_,world
235004_b_,settings
235018_a_,CODEC
235019_b_,sound
235020_c_,tickChance
235026_a_,CODEC
235027_b_,DEFAULT_CAVE
235028_c_,sound
235029_d_,tickDelay
235030_e_,searchRadius
235031_f_,offset
235041_a_,CODEC
235042_b_,particleOptions
235043_c_,probability
235051_b_,BIOME_CODEC
235052_p_,effects
235096_j_,effects
235102_r_,CODEC
235104_a_,CODEC
235105_b_,temperature
235106_c_,humidity
235107_d_,altitude
235108_e_,weirdness
235109_f_,offset
235121_d_,CODEC
235202_a_,CODEC
235204_a_,CODEC
235205_b_,fogColor
235206_c_,waterColor
235207_d_,waterFogColor
235208_e_,particle
235209_f_,ambientSound
235210_g_,moodSound
235211_h_,additionsSound
235212_i_,music
235230_a_,fogColor
235231_b_,waterColor
235232_c_,waterFogColor
235233_d_,particle
235234_e_,ambientSound
235235_f_,moodSound
235236_g_,additionsSound
235237_h_,music
235250_aA_,WARPED_FOREST
235251_aB_,BASALT_DELTAS
235252_ay_,SOUL_SAND_VALLEY
235253_az_,CRIMSON_FOREST
235254_j_,NETHER_WASTES
235255_e_,CODEC
235256_h_,biomeScale
235262_e_,PACKET_CODEC
235263_f_,CODEC
235264_g_,temperatureNoiseMixer
235265_h_,humidityNoiseMixer
235266_i_,altitudeNoiseMixer
235267_j_,weirdnessNoiseMixer
235268_k_,biomeAttributes
235269_l_,useHeightForNoise
235270_m_,seed
235271_n_,netherProviderPreset
235288_b_,DEFAULT_NETHER_PROVIDER_PRESET
235289_c_,PRESETS
235290_d_,id
235291_e_,netherProviderFunction
235297_e_,CODEC
235298_h_,seed
235299_i_,legacyBiomes
235300_j_,largeBiomes
235305_b_,LOGGER
235306_i_,smokey
235311_g_,smokey
235314_e_,CODEC
235315_h_,seed
235320_b_,shapeDown
235325_g_,fireDamage
235334_I_,NETHER_GOLD_ORE
235335_bO_,SOUL_FIRE
235336_cN_,SOUL_SOIL
235337_cO_,BASALT
235338_cP_,POLISHED_BASALT
235339_cQ_,SOUL_TORCH
235340_cR_,SOUL_WALL_TORCH
235341_dI_,CHAIN
235342_mA_,TWISTING_VINES_PLANT
235343_mB_,CRIMSON_ROOTS
235344_mC_,CRIMSON_PLANKS
235345_mD_,WARPED_PLANKS
235346_mE_,CRIMSON_SLAB
235347_mF_,WARPED_SLAB
235348_mG_,CRIMSON_PRESSURE_PLATE
235349_mH_,WARPED_PRESSURE_PLATE
235350_mI_,CRIMSON_FENCE
235351_mJ_,WARPED_FENCE
235352_mK_,CRIMSON_TRAPDOOR
235353_mL_,WARPED_TRAPDOOR
235354_mM_,CRIMSON_FENCE_GATE
235355_mN_,WARPED_FENCE_GATE
235356_mO_,CRIMSON_STAIRS
235357_mP_,WARPED_STAIRS
235358_mQ_,CRIMSON_BUTTON
235359_mR_,WARPED_BUTTON
235360_mS_,CRIMSON_DOOR
235361_mT_,WARPED_DOOR
235362_mU_,CRIMSON_SIGN
235363_mV_,WARPED_SIGN
235364_mW_,CRIMSON_WALL_SIGN
235365_mX_,WARPED_WALL_SIGN
235366_md_,SOUL_LANTERN
235367_mf_,SOUL_CAMPFIRE
235368_mh_,WARPED_STEM
235369_mi_,STRIPPED_WARPED_STEM
235370_mj_,WARPED_HYPHAE
235371_mk_,STRIPPED_WARPED_HYPHAE
235372_ml_,WARPED_NYLIUM
235373_mm_,WARPED_FUNGUS
235374_mn_,WARPED_WART_BLOCK
235375_mo_,WARPED_ROOTS
235376_mp_,NETHER_SPROUTS
235377_mq_,CRIMSON_STEM
235378_mr_,STRIPPED_CRIMSON_STEM
235379_ms_,CRIMSON_HYPHAE
235380_mt_,STRIPPED_CRIMSON_HYPHAE
235381_mu_,CRIMSON_NYLIUM
235382_mv_,CRIMSON_FUNGUS
235383_mw_,SHROOMLIGHT
235384_mx_,WEEPING_VINES
235385_my_,WEEPING_VINES_PLANT
235386_mz_,TWISTING_VINES
235387_nA_,GILDED_BLACKSTONE
235388_nB_,POLISHED_BLACKSTONE_STAIRS
235389_nC_,POLISHED_BLACKSTONE_SLAB
235390_nD_,POLISHED_BLACKSTONE_PRESSURE_PLATE
235391_nE_,POLISHED_BLACKSTONE_BUTTON
235392_nF_,POLISHED_BLACKSTONE_WALL
235393_nG_,CHISELED_NETHER_BRICKS
235394_nH_,CRACKED_NETHER_BRICKS
235395_nI_,QUARTZ_BRICKS
235396_nb_,TARGET
235397_ng_,NETHERITE_BLOCK
235398_nh_,ANCIENT_DEBRIS
235399_ni_,CRYING_OBSIDIAN
235400_nj_,RESPAWN_ANCHOR
235401_nk_,POTTED_CRIMSON_FUNGUS
235402_nl_,POTTED_WARPED_FUNGUS
235403_nm_,POTTED_CRIMSON_ROOTS
235404_nn_,POTTED_WARPED_ROOTS
235405_no_,LODESTONE
235406_np_,BLACKSTONE
235407_nq_,BLACKSTONE_STAIRS
235408_nr_,BLACKSTONE_WALL
235409_ns_,BLACKSTONE_SLAB
235410_nt_,POLISHED_BLACKSTONE
235411_nu_,POLISHED_BLACKSTONE_BRICKS
235412_nv_,CRACKED_POLISHED_BLACKSTONE_BRICKS
235413_nw_,CHISELED_POLISHED_BLACKSTONE
235414_nx_,POLISHED_BLACKSTONE_BRICK_SLAB
235415_ny_,POLISHED_BLACKSTONE_BRICK_STAIRS
235416_nz_,POLISHED_BLACKSTONE_BRICK_WALL
235472_g_,smokey
235473_h_,fireDamage
235476_a_,ID
235480_a_,generatedLoot
235484_b_,WATERLOGGED
235496_a_,SHAPE
235497_b_,fungusFeature
235498_a_,growthDirection
235499_b_,breaksInWater
235500_c_,shape
235502_d_,AGE
235503_e_,growthChance
235506_a_,ORIENTATION
235510_c_,LAVA_COLLISION_SHAPE
235511_d_,orientation
235513_a_,SHAPE
235538_g_,BASE_SHAPE
235539_h_,SIDE_TO_SHAPE
235540_i_,SIDE_TO_ASCENDING_SHAPE
235541_j_,stateToShapeMap
235542_k_,powerRGB
235543_o_,sideBaseState
235559_a_,CHARGES
235572_a_,SHAPE
235573_e_,orientation
235575_a_,CONTAINER_NAME
235579_A_,NYLIUM
235580_B_,FUNGUS
235581_C_,ROOT
235582_D_,SHROOMLIGHT
235583_E_,NETHER_VINE
235584_F_,NETHER_VINE_LOWER_PITCH
235585_G_,SOUL_SAND
235586_H_,SOUL_SOIL
235587_I_,BASALT
235588_J_,WART
235589_K_,NETHERRACK
235590_L_,NETHER_BRICK
235591_M_,NETHER_SPROUT
235592_N_,NETHER_ORE
235593_O_,BONE
235594_P_,NETHERITE
235595_Q_,ANCIENT_DEBRIS
235596_R_,LODESTONE
235597_S_,CHAIN
235598_T_,NETHER_GOLD
235599_U_,GILDED_BLACKSTONE
235600_d_,LILY_PADS
235601_w_,VINE
235602_z_,HYPHAE
235603_a_,POWER
235607_e_,particleData
235610_e_,SHAPE
235611_d_,SHAPE
235612_b_,WALL_HEIGHT_EAST
235613_c_,WALL_HEIGHT_NORTH
235614_d_,WALL_HEIGHT_SOUTH
235615_e_,WALL_HEIGHT_WEST
235616_f_,WATERLOGGED
235617_g_,stateToShapeMap
235618_h_,stateToCollisionShapeMap
235619_i_,CENTER_POLE_SHAPE
235620_j_,WALL_CONNECTION_NORTH_SIDE_SHAPE
235621_k_,WALL_CONNECTION_SOUTH_SIDE_SHAPE
235622_o_,WALL_CONNECTION_WEST_SIDE_SHAPE
235623_p_,WALL_CONNECTION_EAST_SIDE_SHAPE
235636_e_,SHAPE
235637_d_,SHAPE
235646_Q_,BANNERS_WITH_ITEMS
235647_S_,BANNER_PATTERNS
235648_T_,hasPatternItem
235680_b_,gson
235684_aB_,properties
235688_at_,canCollide
235689_au_,blastResistance
235702_f_,isAir
235703_g_,material
235704_h_,materialColor
235705_i_,hardness
235706_j_,requiresTool
235707_k_,isSolid
235708_l_,isNormalCube
235709_m_,blocksVisionChecker
235710_n_,blocksVision
235711_o_,needsPostProcessing
235712_p_,emissiveRendering
235800_b_,blockColors
235803_e_,lightLevel
235806_h_,requiresTool
235813_o_,isAir
235814_p_,allowsSpawn
235815_q_,isOpaque
235816_r_,suffocates
235817_s_,blocksVision
235818_t_,needsPostProcessing
235819_u_,emmissiveRendering
235877_b_,CODEC
235890_a_,printableFunction
235891_b_,properties
235892_c_,instance
235893_d_,mapCodec
235894_e_,propertyToStateTable
235906_D_,VINE_END
235907_P_,ORIENTATION
235908_S_,WALL_HEIGHT_EAST
235909_T_,WALL_HEIGHT_NORTH
235910_U_,WALL_HEIGHT_SOUTH
235911_V_,WALL_HEIGHT_WEST
235912_aC_,CHARGES
235913_a_,valueClass
235914_b_,name
235915_c_,hash
235916_d_,propertyCodec
235922_d_,heightName
235923_g_,CRIMSON
235924_h_,WARPED
235925_b_,DEFAULT_SERIALIZER
235928_a_,centerX
235929_b_,centerZ
235930_c_,damagePerBlock
235931_d_,damageBuffer
235932_e_,warningDistance
235933_f_,warningTime
235934_g_,size
235935_h_,sizeLerpTime
235936_i_,sizeLerpTarget
235997_a_,CODEC
235998_b_,MOON_PHASE_FACTORS
235999_c_,OVERWORLD
236000_d_,THE_NETHER
236001_e_,THE_END
236002_f_,DIMENSION_TYPE_CODEC
236004_h_,OVERWORLD_TYPE
236005_i_,NETHER_TYPE
236006_j_,END_TYPE
236010_o_,fixedTime
236011_q_,hasCeiling
236012_r_,ultrawarm
236013_s_,natural
236015_u_,hasDragonFight
236017_x_,ambientLight
236018_y_,ambientWorldLight
236052_a_,CODEC
236053_b_,OVERWORLD
236054_c_,THE_NETHER
236055_d_,THE_END
236056_e_,DIMENSION_KEYS
236057_f_,dimensionTypeSupplier
236058_g_,chunkGenerator
236069_d_,CODEC
236070_e_,settings
236074_c_,CODEC
236078_g_,CODEC
236097_a_,CODEC
236098_b_,DIMENSION_SETTINGS_CODEC
236099_c_,structures
236100_d_,noise
236101_e_,defaultBlock
236102_f_,defaultFluid
236103_g_,bedrockRoofPosition
236104_h_,bedrockFloorPosition
236105_i_,seaLevel
236106_j_,disableMobGeneration
236203_c_,LOGGER
236205_e_,seed
236206_f_,generateFeatures
236207_g_,bonusChest
236237_b_,CODEC
236238_c_,INSTANCE
236240_b_,NETHER_CAVE
236241_m_,codec
236267_a_,CODEC
236269_c_,config
236281_L_,HUGE_FUNGUS
236282_M_,NETHER_FOREST_VEGETATION
236283_N_,WEEPING_VINES
236284_O_,TWISTING_VINES
236285_P_,BASALT_COLUMNS
236286_Q_,DELTA_FEATURE
236287_R_,NETHERRACK_REPLACE_BLOBS
236288_U_,BASALT_PILLAR
236289_V_,NO_SURFACE_ORE
236290_a_,codec
236291_c_,TREE
236298_a_,CODEC
236299_b_,CRIMSON_FUNGI_PLANTED
236300_c_,CRIMSON_FUNGI
236301_d_,WARPED_FUNGI_PLANTED
236302_e_,WARPED_FUNGI
236303_f_,validBaseBlock
236304_g_,stemState
236305_h_,hatState
236306_i_,decorState
236307_j_,planted
236348_a_,ID
236352_a_,signalStrength
236353_b_,projectile
236357_a_,CODEC
236365_a_,NAME_STRUCTURE_BIMAP
236366_b_,PILLAGER_OUTPOST
236367_c_,MINESHAFT
236368_d_,WOODLAND_MANSION
236369_e_,JUNGLE_PYRAMID
236370_f_,DESERT_PYRAMID
236371_g_,IGLOO
236372_h_,RUINED_PORTAL
236373_i_,SHIPWRECK
236374_j_,SWAMP_HUT
236375_k_,STRONGHOLD
236376_l_,MONUMENT
236377_m_,OCEAN_RUIN
236378_n_,FORTRESS
236379_o_,END_CITY
236380_p_,BURIED_TREASURE
236381_q_,VILLAGE
236382_r_,NETHER_FOSSIL
236383_s_,BASTION_REMNANT
236385_u_,STRUCTURE_DECORATION_STAGE_MAP
236399_L_,RUINED_PORTAL
236400_ae_,NETHER_FOSSIL
236430_a_,CODEC
236435_a_,CODEC
236436_d_,codec
236439_b_,CODEC
236443_b_,CODEC
236444_c_,PLACER
236446_b_,CODEC
236447_c_,PLACER
236453_a_,CODEC
236455_a_,CODEC
236465_a_,CODEC
236491_a_,CODEC
236516_a_,CODEC
236522_a_,CODEC
236528_a_,CODEC
236537_a_,CODEC
236550_a_,CODEC
236555_a_,CODEC
236556_b_,INSTANCE
236558_a_,CODEC
236559_b_,INSTANCE
236566_a_,CODEC
236576_b_,CODEC
236579_a_,CODEC
236583_a_,CODEC
236587_a_,CODEC
236604_a_,CODEC
236627_a_,CODEC
236628_b_,portalType
236636_a_,CODEC
236642_a_,CODEC
236644_a_,CODEC
236649_a_,CODEC
236676_a_,CODEC
236677_f_,foliagePlacer
236678_g_,trunkPlacer
236679_h_,minimumSize
236680_i_,maxWaterDepth
236681_j_,ignoreVines
236682_l_,heightmap
236694_c_,foliagePlacer
236695_d_,trunkPlacer
236696_e_,minimumSize
236697_g_,maxWaterDepth
236698_h_,ignoreVines
236699_i_,heightmap
236704_a_,CODEC
236705_b_,size
236711_a_,TWO_LAYERS_FEATURE_SIZE
236712_b_,THREE_LAYERS_FEATURE_SIZE
236713_c_,codec
236716_c_,CODEC
236717_d_,limit
236718_e_,upperLimit
236719_f_,lowerSize
236720_g_,middleSize
236721_h_,upperSize
236728_c_,CODEC
236729_d_,limit
236730_e_,lowerSize
236731_f_,upperSize
236736_a_,CODEC
236738_a_,CODEC
236743_c_,CODEC
236745_a_,CODEC
236747_c_,CODEC
236749_d_,CODEC
236750_g_,offset
236766_e_,BUSH
236767_f_,FANCY
236768_g_,JUNGLE
236769_h_,MEGA_PINE
236770_i_,DARK_OAK
236771_j_,codec
236774_a_,CODEC
236775_b_,height
236778_a_,CODEC
236780_c_,crownHeight
236784_a_,CODEC
236785_b_,height
236790_a_,CODEC
236791_b_,trunkHeight
236796_a_,CODEC
236797_e_,AXIS_ROTATING_STATE_PROVIDER
236798_f_,codec
236801_b_,CODEC
236802_c_,PROVIDER
236804_b_,CODEC
236805_c_,PROVIDER
236807_b_,CODEC
236809_b_,CODEC
236811_b_,CODEC
236814_a_,CODEC
236859_a_,CODEC
236875_f_,codec
236878_a_,CODEC
236879_b_,INSTANCE
236882_a_,CODEC
236903_a_,CODEC
236905_c_,CODEC
236906_d_,baseHeight
236907_e_,heightRandA
